gid;aircraft_aircrafttype_iatacode;aircraft_aircrafttype_icaocode;aircraft_aircrafttype_modelname;airlines_airline_iatacode;airlines_airline_icaocode;airlines_airline_name;airlines_operator_iatacode;airlines_operator_icaocode;airlines_operator_name;airportresources_baggagedelivery_arrivallounge;airportresources_baggagedelivery_baggagebelts;airportresources_baggagedelivery_carrousels;airportresources_runway;airportresources_terminal;airportresources_unboarding_airbridges;airportresources_unboarding_gates;airports_origin_iatacode;airports_origin_icaocode;airports_origin_name;airports_previous_iatacode;airports_previous_icaocode;airports_previous_name;countrytype_code;countrytype_description;flightnumbers_callsign;flightnumbers_iataflightnumber;flightnumbers_icaoflightnumber;flightnumbers_internalflightnumber;flightnumbers_operatoriataflightnumber;flightnumbers_operatoricaoflightnumber;flightnumbers_operatorinternalflightnumber;flightnumbers_operatorsuffix;flightnumbers_operatortripnumber;flightnumbers_suffix;flightnumbers_tripnumber;flightstatus_code;flightstatus_description;publiccomment;remark_code;remark_description;servicetype_description;servicetype_iatacode;timestamps_aibt;timestamps_aldt;timestamps_atot_outstation;timestamps_cancellationdate;timestamps_diversiondate;timestamps_eibt;timestamps_eldt;timestamps_modificationdate;timestamps_sibt;turnflightinternalid;last_update_fme
1014697200;320;A320;A320-100/200;W6;WZZ;Wizz Air;W6;WZZ;Wizz Air;A1F  ;1.06;06;;T1   ;;AC05;CLJ;LRCL;Cluj;CLJ;LRCL;Cluj;I;International;WZZ4755 ;W6 3325;WZZ3325 ;W63325  ;W6 3325;WZZ3325 ;W63325  ;;3325;;3325;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:28:06;2023-04-18 20:00:00;1014697201;2023-04-18 11:55:05
1014697046;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;BES;LFRB;Brest;BES;LFRB;Brest;N;National;AFR27SA ;AF 1613;AFR1613 ;AF1613  ;AF 1613;AFR1613 ;AF1613  ;;1613;;1613;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 10:02:39;2023-04-18 20:15:00;1014697169;2023-04-18 11:55:05
1014697112;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.09;09;;T1   ;;A1A;LIL;LFQQ;Lille;LIL;LFQQ;Lille;N;National;TJT8518 ;T7 8518;TJT8518 ;T78518  ;T7 8518;TJT8518 ;T78518  ;;8518;;8518;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:16:52;2023-04-18 20:35:00;1014701430;2023-04-18 11:55:05
1014697243;738;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;1.04;04;;T1   ;;A1C;OPO;LPPR;Porto;OPO;LPPR;Porto;S;Schengen;TVF7833 ;TO 7833;TVF7833 ;TO7833  ;TO 7833;TVF7833 ;TO7833  ;;7833;;7833;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 06:52:24;2023-04-18 17:00:00;1014701425;2023-04-18 11:55:05
1014697164;320;A320;A320-100/200;VY;VLG;Vueling Airlines S.A.;VY;VLG;Vueling Airlines S.A.;A1F  ;1.02;02;;T1   ;;A31B;PMI;LEPA;Palma De Mallorca;PMI;LEPA;Palma De Mallorca;S;Schengen;VLG75HZ ;VY 1225;VLG1225 ;VY1225  ;VY 1225;VLG1225 ;VY1225  ;;1225;;1225;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 06:50:16;2023-04-18 17:00:00;1014697165;2023-04-18 11:55:05
1014697057;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31A;VCE;LIPZ;Venise;VCE;LIPZ;Venise;S;Schengen;EJU62AW ;EC 4011;EJU4011 ;EJU4011 ;EC 4011;EJU4011 ;EJU4011 ;;4011;;4011;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:49:33;2023-04-18 17:05:00;1014697266;2023-04-18 11:55:05
1014697103;738;B738;737-800 Passenger;AH;DAH;Air Algerie;AH;DAH;Air Algerie;A1F  ;1.07;07;;T1   ;;AC09;QSF;DAAS;Setif;QSF;DAAS;Setif;I;International;DAH1154 ;AH 1154;DAH1154 ;AH1154  ;AH 1154;DAH1154 ;AH1154  ;;1154;;1154;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:16:31;2023-04-18 17:10:00;1014697323;2023-04-18 11:55:05
1014697230;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31A;OPO;LPPR;Porto;OPO;LPPR;Porto;S;Schengen;EJU74MG ;EC 4430;EJU4430 ;EJU4430 ;EC 4430;EJU4430 ;EJU4430 ;;4430;;4430;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:36:19;2023-04-18 17:25:00;1014697231;2023-04-18 11:55:05
1014697148;32V;A20N;A320 NEO;GQ;SEH;Sky express;GQ;SEH;Sky express;A1F  ;1.07;07;;T1   ;;AC06;HER;LGIR;Heraklion;HER;LGIR;Heraklion;I;International;SEH960  ;GQ 960 ;SEH960  ;SEH960  ;GQ 960 ;SEH960  ;SEH960  ;;960 ;;960 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:25:32;2023-04-18 18:35:00;1014697149;2023-04-18 11:55:05
1014697225;738;B738;737-800 Passenger;AT;RAM;Royal Air Maroc;AT;RAM;Royal Air Maroc;A1F  ;1.10;10;;T1   ;;AC01;CMN;GMMN;Casablanca;CMN;GMMN;Casablanca;I;International;RAM720P ;AT 720 ;RAM720  ;AT720   ;AT 720 ;RAM720  ;AT720   ;;720 ;;720 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:12:24;2023-04-18 18:45:00;1014697270;2023-04-18 11:55:05
1014697181;738;B738;737-800 Passenger;AH;DAH;Air Algerie;AH;DAH;Air Algerie;A1F  ;1.08;08;;T1   ;;AC09;ORN;DAOO;Oran;ORN;DAOO;Oran;I;International;DAH1080 ;AH 1080;DAH1080 ;AH1080  ;AH 1080;DAH1080 ;AH1080  ;;1080;;1080;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:44:59;2023-04-18 18:50:00;1014697326;2023-04-18 11:55:05
1014697228;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31A;BIQ;LFBZ;Biarritz;BIQ;LFBZ;Biarritz;N;National;EJU4314 ;EC 4314;EJU4314 ;EJU4314 ;EC 4314;EJU4314 ;EJU4314 ;;4314;;4314;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:42:48;2023-04-18 18:50:00;1014697241;2023-04-18 11:55:05
1014697223;32V;A20N;A320 NEO;BA;BAW;British Airways;BA;BAW;British Airways;A1F  ;1.06;06;;T1   ;;AC03;LHR;EGLL;Londres Heathrow;LHR;EGLL;Londres Heathrow;E;UE Non Schengen;BAW362Y ;BA 362 ;BAW362  ;BA362   ;BA 362 ;BAW362  ;BA362   ;;362 ;;362 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 06:46:05;2023-04-18 16:50:00;1014697224;2023-04-18 11:55:05
1014697087;319;A319;A319;SN;BEL;Brussels Airlines;SN;BEL;Brussels Airlines;A1F  ;1.09;09;;T1   ;;AB03;BRU;EBBR;Bruxelles;BRU;EBBR;Bruxelles;S;Schengen;BEL1LY  ;SN 3591;BEL3591 ;SN3591  ;SN 3591;BEL3591 ;SN3591  ;;3591;;3591;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:08:17;2023-04-18 18:05:00;1014697088;2023-04-18 11:55:05
1014697129;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31A;FCO;LIRF;Rome Fiumicino;FCO;LIRF;Rome Fiumicino;S;Schengen;EJU61LE ;EC 4416;EJU4416 ;EJU4416 ;EC 4416;EJU4416 ;EJU4416 ;;4416;;4416;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:36:18;2023-04-18 18:10:00;1014697130;2023-04-18 11:55:05
1014697229;319;A319;A319;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.07;07;;T1   ;;AB05;FRA;EDDF;Francfort;FRA;EDDF;Francfort;S;Schengen;DLH09T  ;LH 1078;DLH1078 ;LH1078  ;LH 1078;DLH1078 ;LH1078  ;;1078;;1078;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:57:49;2023-04-18 18:10:00;1014697289;2023-04-18 11:55:05
1014697085;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31A;NCE;LFMN;Nice;NCE;LFMN;Nice;N;National;AFR65JX ;AF 1697;AFR1697 ;AF1697  ;AF 1697;AFR1697 ;AF1697  ;;1697;;1697;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 06:42:17;2023-04-18 19:35:00;1014697086;2023-04-18 11:55:05
1014697177;AT5;AT45;Atr 42-500;CE;CLG;Chalair Aviation;CE;CLG;Chalair Aviation;A1F  ;1.07;07;;T1   ;;A1A;LIG;LFBL;Limoges;LIG;LFBL;Limoges;N;National;CLG75TG ;CE 075 ;CLG075  ;CE075   ;CE 075 ;CLG075  ;CE075   ;;075 ;;075 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-17 18:25:09;2023-04-18 19:35:00;1014697278;2023-04-18 11:55:05
1014697212;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;AFR52HE ;AF 1515;AFR1515 ;AF1515  ;AF 1515;AFR1515 ;AF1515  ;;1515;;1515;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:55:51;2023-04-18 19:45:00;1014697213;2023-04-18 11:55:05
1014697060;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31B;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;AFR75YU ;AF 1705;AFR1705 ;AF1705  ;AF 1705;AFR1705 ;AF1705  ;;1705;;1705;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 10:43:44;2023-04-18 19:45:00;1014697167;2023-04-18 11:55:05
1014695220;CRK;CRJX;Crj-1000;AF;AFR;Air France;AF;AFR;Air France;A1F  ;;;;T1   ;;;RNS;LFRN;Rennes;RNS;LFRN;Rennes;N;National;AFR1677 ;AF 1677;AFR1677 ;AF1677  ;AF 1677;AFR1677 ;AF1677  ;;1677;;1677;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;;2023-04-17 07:30:00;;;;2023-04-17 07:30:15;2023-04-17 07:30:00;;2023-04-18 11:55:05
1014693227;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.06;06;;T1   ;;AC10;QSF;DAAS;Setif;QSF;DAAS;Setif;I;International;VOE2049 ;V7 2049;VOE2049 ;VOE2049 ;V7 2049;VOE2049 ;VOE2049 ;;2049;;2049;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 01:30:00;2023-04-17 01:26:00;2023-04-16 23:53:00;;;2023-04-17 01:34:00;2023-04-17 01:27:00;2023-04-17 01:51:07;2023-04-17 01:15:00;1014695399;2023-04-18 11:55:05
1014695180;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.08;08;;T1   ;;A1C;TFS;GCTS;Tenerife;TFS;GCTS;Tenerife;S;Schengen;VOE24VF ;V7 2521;VOE2521 ;VOE2521 ;V7 2521;VOE2521 ;VOE2521 ;;2521;;2521;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 05:05:00;2023-04-17 05:00:00;2023-04-16 23:53:00;;;2023-04-17 05:07:00;2023-04-17 05:00:00;2023-04-17 19:09:06;2023-04-17 05:15:00;1014695390;2023-04-18 11:55:05
1014695270;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;AFR59MP ;AF 1499;AFR1499 ;AF1499  ;AF 1499;AFR1499 ;AF1499  ;;1499;;1499;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:05:00;2023-04-17 06:59:00;2023-04-17 06:09:00;;;2023-04-17 07:07:00;2023-04-17 06:59:00;2023-04-17 19:09:21;2023-04-17 07:15:00;1014695369;2023-04-18 11:55:05
1014695272;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;NCE;LFMN;Nice;NCE;LFMN;Nice;N;National;AFR28ZL ;AF 1701;AFR1701 ;AF1701  ;AF 1701;AFR1701 ;AF1701  ;;1701;;1701;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:22:00;2023-04-17 07:18:00;2023-04-17 06:48:00;;;2023-04-17 07:26:00;2023-04-17 07:18:00;2023-04-17 19:09:47;2023-04-17 07:20:00;1014695273;2023-04-18 11:55:05
1014695317;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;BES;LFRB;Brest;BES;LFRB;Brest;N;National;AFR59BF ;AF 1595;AFR1595 ;AF1595  ;AF 1595;AFR1595 ;AF1595  ;;1595;;1595;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:36:00;2023-04-17 07:30:00;2023-04-17 06:22:00;;;2023-04-17 07:38:00;2023-04-17 07:30:00;2023-04-17 19:09:57;2023-04-17 07:30:00;1014695139;2023-04-18 11:55:05
1014695138;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;CFR;LFRK;Caen;CFR;LFRK;Caen;N;National;AFR99ZR ;AF 1671;AFR1671 ;AF1671  ;AF 1671;AFR1671 ;AF1671  ;;1671;;1671;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:49:00;2023-04-17 07:42:00;2023-04-17 06:50:00;;;2023-04-17 07:50:00;2023-04-17 07:43:00;2023-04-17 19:09:56;2023-04-17 07:30:00;1014695221;2023-04-18 11:55:05
1014693226;E90;E190;Embraer Rj190;TP;TAP;Tap Air Portugal;TP;TAP;Tap Air Portugal;A1F  ;1.09;09;;T1   ;;A1C;LIS;LPPT;Lisbonne;LIS;LPPT;Lisbonne;S;Schengen;TAP478  ;TP 478 ;TAP478  ;TP478   ;TP 478 ;TAP478  ;TP478   ;;478 ;;478 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 01:06:00;2023-04-17 01:00:00;2023-04-16 23:04:00;;;2023-04-17 01:07:00;2023-04-17 01:01:00;2023-04-17 19:07:32;2023-04-17 00:25:00;1014695365;2023-04-18 11:55:05
1014693305;73H;B738;737-800 Passenger;TO;TVF;Transavia France;TO;TVF;Transavia France;A1F  ;;;;T1   ;;;TUN;DTTA;Tunis;TUN;DTTA;Tunis;I;International;TVF8777 ;TO 8777;TVF8777 ;TO8777  ;TO 8777;TVF8777 ;TO8777  ;;8777;;8777;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;;2023-04-16 21:58:00;;;;2023-04-17 19:05:36;2023-04-17 00:30:00;;2023-04-18 11:55:05
1014693348;320;A320;A320-100/200;PC;PGT;Pegasus Airlines;PC;PGT;Pegasus Airlines;A1F  ;1.04;04;;T1   ;;A31D;SAW;LTFJ;Istanbul  Gokcen;SAW;LTFJ;Istanbul  Gokcen;I;International;PGT77SP ;PC 1143;PGT1143 ;PC1143  ;PC 1143;PGT1143 ;PC1143  ;;1143;;1143;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 01:02:00;2023-04-17 00:55:00;2023-04-16 22:11:00;;;2023-04-17 01:03:00;2023-04-17 00:55:00;2023-04-17 19:07:09;2023-04-17 00:50:00;1014693438;2023-04-18 11:55:05
1014695152;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31A;SXB;LFST;Strasbourg;SXB;LFST;Strasbourg;N;National;AFR1689 ;AF 1689;AFR1689 ;AF1689  ;AF 1689;AFR1689 ;AF1689  ;;1689;;1689;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:41:00;2023-04-17 07:36:00;2023-04-17 06:52:00;;;2023-04-17 07:44:00;2023-04-17 07:36:00;2023-04-17 19:09:55;2023-04-17 07:45:00;1014695117;2023-04-18 11:55:05
1014695173;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31B;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;AFR66EP ;AF 1713;AFR1713 ;AF1713  ;AF 1713;AFR1713 ;AF1713  ;;1713;;1713;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:45:00;2023-04-17 07:39:00;2023-04-17 06:58:00;;;2023-04-17 07:47:00;2023-04-17 07:38:00;2023-04-17 19:09:59;2023-04-17 07:45:00;1014695174;2023-04-18 11:55:05
1014695165;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.07;07;;T1   ;;AB04;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;EJU529W ;EC 1801;EJU1801 ;EJU1801 ;EC 1801;EJU1801 ;EJU1801 ;;1801;;1801;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 08:02:00;2023-04-17 07:57:00;2023-04-17 07:06:00;;;2023-04-17 08:05:00;2023-04-17 07:57:00;2023-04-17 19:01:13;2023-04-17 08:10:00;1014695408;2023-04-18 11:55:05
1014695116;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;MRS;LFML;Marseille;MRS;LFML;Marseille;N;National;AFR1539 ;AF 1539;AFR1539 ;AF1539  ;AF 1539;AFR1539 ;AF1539  ;;1539;;1539;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:54:00;2023-04-17 07:49:00;2023-04-17 07:20:00;;;2023-04-17 07:57:00;2023-04-17 07:49:00;2023-04-17 19:10:06;2023-04-17 07:35:00;1014695115;2023-04-18 11:55:05
1014708692;AT5;AT45;Atr 42-500;CE;CLG;Chalair Aviation;CE;CLG;Chalair Aviation;A1F  ;1.09;09;;T1   ;;A1A;LIG;LFBL;Limoges;LIG;LFBL;Limoges;N;National;CLG71TG ;CE 071 ;CLG071  ;CE071   ;CE 071 ;CLG071  ;CE071   ;;071 ;;071 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:38:00;2023-04-17 07:33:00;2023-04-17 06:51:00;;;2023-04-17 07:40:00;2023-04-17 07:33:00;2023-04-17 19:11:51;2023-04-17 07:35:00;1014695379;2023-04-18 11:55:05
1014695281;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;AFR1483 ;AF 1483;AFR1483 ;AF1483  ;AF 1483;AFR1483 ;AF1483  ;;1483;;1483;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:51:00;2023-04-17 07:45:00;2023-04-17 06:48:00;;;2023-04-17 07:53:00;2023-04-17 07:46:00;2023-04-17 19:09:49;2023-04-17 07:40:00;1014695282;2023-04-18 11:55:05
1014695224;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31B;PUF;LFBP;Pau;PUF;LFBP;Pau;N;National;AFR54QT ;AF 1573;AFR1573 ;AF1573  ;AF 1573;AFR1573 ;AF1573  ;;1573;;1573;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:31:00;2023-04-17 07:25:00;2023-04-17 06:36:00;;;2023-04-17 07:33:00;2023-04-17 07:25:00;2023-04-17 19:09:40;2023-04-17 07:40:00;1014695318;2023-04-18 11:55:05
1014695114;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31A;BIQ;LFBZ;Biarritz;BIQ;LFBZ;Biarritz;N;National;AFR1587 ;AF 1587;AFR1587 ;AF1587  ;AF 1587;AFR1587 ;AF1587  ;;1587;;1587;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 07:46:00;2023-04-17 07:41:00;2023-04-17 06:41:00;;;2023-04-17 07:49:00;2023-04-17 07:41:00;2023-04-17 19:09:48;2023-04-17 07:45:00;1014695439;2023-04-18 11:55:05
1014695190;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;;;;T1   ;;;STR;EDDS;Stuttgart;STR;EDDS;Stuttgart;S;Schengen;TJT42NL ;T7 042 ;TJT042  ;T7042   ;T7 042 ;TJT042  ;T7042   ;;042 ;;042 ;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;;2023-04-17 10:39:00;;;;2023-04-17 19:12:00;2023-04-17 09:25:00;;2023-04-18 11:55:05
1014697099;320;A320;A320-100/200;BA;BAW;British Airways;BA;BAW;British Airways;A1F  ;1.07;07;;T1   ;;AC05;LHR;EGLL;Londres Heathrow;LHR;EGLL;Londres Heathrow;E;UE Non Schengen;BAW364  ;BA 364 ;BAW364  ;BA364   ;BA 364 ;BAW364  ;BA364   ;;364 ;;364 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:17:13;2023-04-18 23:10:00;1014701466;2023-04-18 11:55:05
1014697233;73H;B738;737-800 Passenger;KL;KLM;Klm;KL;KLM;Klm;A1F  ;1.08;08;;T1   ;;AB02;AMS;EHAM;Amsterdam;AMS;EHAM;Amsterdam;S;Schengen;KLM37A  ;KL 1419;KLM1419 ;KL1419  ;KL 1419;KLM1419 ;KL1419  ;;1419;;1419;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:37:03;2023-04-18 23:10:00;1014701470;2023-04-18 11:55:05
1014697150;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31B;ACE;GCRR;Arrecife-Lanzarote;ACE;GCRR;Arrecife-Lanzarote;S;Schengen;EJU4378 ;EC 4378;EJU4378 ;EJU4378 ;EC 4378;EJU4378 ;EJU4378 ;;4378;;4378;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-17 15:09:28;2023-04-18 23:30:00;1014701465;2023-04-18 11:55:05
1014697247;32A;A320;A320-Winglet;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.08;08;;T1   ;;AC10;FRA;EDDF;Francfort;FRA;EDDF;Francfort;I;International;DLH32A  ;LH 1082;DLH1082 ;LH1082  ;LH 1082;DLH1082 ;LH1082  ;;1082;;1082;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-17 22:26:47;2023-04-18 22:10:00;1014701447;2023-04-18 11:55:05
1014697128;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31B;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;EJU393N ;EC 4330;EJU4330 ;EJU4330 ;EC 4330;EJU4330 ;EJU4330 ;;4330;;4330;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:35:48;2023-04-18 22:20:00;1014701445;2023-04-18 11:55:05
1014697216;319;A319;A319;SN;BEL;Brussels Airlines;SN;BEL;Brussels Airlines;A1F  ;1.07;07;;T1   ;;AC09;BRU;EBBR;Bruxelles;BRU;EBBR;Bruxelles;I;International;BEL3LY  ;SN 3593;BEL3593 ;SN3593  ;SN 3593;BEL3593 ;SN3593  ;;3593;;3593;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-13 09:47:21;2023-04-18 22:20:00;1014701426;2023-04-18 11:55:05
1014697098;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31C;LGW;EGKK;Londres Gatwick;LGW;EGKK;Londres Gatwick;E;UE Non Schengen;EJU87UM ;EC 8434;EJU8434 ;EJU8434 ;EC 8434;EJU8434 ;EJU8434 ;;8434;;8434;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:44:18;2023-04-18 22:30:00;1014701424;2023-04-18 11:55:05
1014697184;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31B;FNC;LPMA;Funchal;FNC;LPMA;Funchal;S;Schengen;EJU38QD ;EC 4486;EJU4486 ;EJU4486 ;EC 4486;EJU4486 ;EJU4486 ;;4486;;4486;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:17:04;2023-04-18 23:00:00;;2023-04-18 11:55:05
1014697113;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31C;RAK;GMMX;Marrakech;RAK;GMMX;Marrakech;I;International;EJU93KG ;EC 4478;EJU4478 ;EJU4478 ;EC 4478;EJU4478 ;EJU4478 ;;4478;;4478;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-17 15:07:26;2023-04-18 23:35:00;1014701415;2023-04-18 11:55:05
1014697069;320;A320;A320-100/200;I2;IBS;Iberia Express;I2;IBS;Iberia Express;A1F  ;1.06;06;;T1   ;;AC03;MAD;LEMD;Madrid;MAD;LEMD;Madrid;I;International;37ZP    ;I2 3732;IBS3732 ;I23732  ;I2 3732;IBS3732 ;I23732  ;;3732;;3732;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:55:06;2023-04-18 23:55:00;1014701402;2023-04-18 11:55:05
