gid;aircraft_aircrafttype_iatacode;aircraft_aircrafttype_icaocode;aircraft_aircrafttype_modelname;airlines_airline_iatacode;airlines_airline_icaocode;airlines_airline_name;airlines_operator_iatacode;airlines_operator_icaocode;airlines_operator_name;airportresources_baggagedelivery_arrivallounge;airportresources_baggagedelivery_baggagebelts;airportresources_baggagedelivery_carrousels;airportresources_runway;airportresources_terminal;airportresources_unboarding_airbridges;airportresources_unboarding_gates;airports_origin_iatacode;airports_origin_icaocode;airports_origin_name;airports_previous_iatacode;airports_previous_icaocode;airports_previous_name;countrytype_code;countrytype_description;flightnumbers_callsign;flightnumbers_iataflightnumber;flightnumbers_icaoflightnumber;flightnumbers_internalflightnumber;flightnumbers_operatoriataflightnumber;flightnumbers_operatoricaoflightnumber;flightnumbers_operatorinternalflightnumber;flightnumbers_operatorsuffix;flightnumbers_operatortripnumber;flightnumbers_suffix;flightnumbers_tripnumber;flightstatus_code;flightstatus_description;publiccomment;remark_code;remark_description;servicetype_description;servicetype_iatacode;timestamps_aibt;timestamps_aldt;timestamps_atot_outstation;timestamps_cancellationdate;timestamps_diversiondate;timestamps_eibt;timestamps_eldt;timestamps_modificationdate;timestamps_sibt;turnflightinternalid;last_update_fme
1014695144;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;RNS;LFRN;Rennes;RNS;LFRN;Rennes;N;National;AFR68HA ;AF 1683;AFR1683 ;AF1683  ;AF 1683;AFR1683 ;AF1683  ;;1683;;1683;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:15:00;2023-04-17 19:11:00;2023-04-17 18:13:00;;;2023-04-17 19:19:00;2023-04-17 19:12:00;2023-04-17 19:32:15;2023-04-17 19:25:00;1014695400;2023-04-18 11:55:05
1014695191;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;MRS;LFML;Marseille;MRS;LFML;Marseille;N;National;AFR48BN ;AF 1545;AFR1545 ;AF1545  ;AF 1545;AFR1545 ;AF1545  ;;1545;;1545;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:12:00;2023-04-17 19:07:00;2023-04-17 18:37:00;;;2023-04-17 19:15:00;2023-04-17 19:07:00;2023-04-17 19:27:49;2023-04-17 19:30:00;1014695295;2023-04-18 11:55:05
1014695292;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;PUF;LFBP;Pau;PUF;LFBP;Pau;N;National;AFR93CG ;AF 1635;AFR1635 ;AF1635  ;AF 1635;AFR1635 ;AF1635  ;;1635;;1635;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:18:00;2023-04-17 19:14:00;2023-04-17 18:18:00;;;2023-04-17 19:22:00;2023-04-17 19:14:00;2023-04-17 19:35:03;2023-04-17 19:30:00;1014695145;2023-04-18 11:55:05
1014695112;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.04;04;;T1   ;;A31A;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;AFR79CJ ;AF 1489;AFR1489 ;AF1489  ;AF 1489;AFR1489 ;AF1489  ;;1489;;1489;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:31:00;2023-04-17 19:26:00;2023-04-17 18:30:00;;;2023-04-17 19:34:00;2023-04-17 19:26:00;2023-04-17 20:38:14;2023-04-17 19:35:00;1014695113;2023-04-18 11:55:05
1014695283;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31B;SXB;LFST;Strasbourg;SXB;LFST;Strasbourg;N;National;AFR97BG ;AF 1691;AFR1691 ;AF1691  ;AF 1691;AFR1691 ;AF1691  ;;1691;;1691;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:30:00;2023-04-17 19:24:00;2023-04-17 18:37:00;;;2023-04-17 19:32:00;2023-04-17 19:24:00;2023-04-17 19:44:24;2023-04-17 19:35:00;1014695391;2023-04-18 11:55:05
1014695235;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31A;NCE;LFMN;Nice;NCE;LFMN;Nice;N;National;AFR65JX ;AF 1697;AFR1697 ;AF1697  ;AF 1697;AFR1697 ;AF1697  ;;1697;;1697;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:36:00;2023-04-17 19:31:00;2023-04-17 18:56:00;;;2023-04-17 19:39:00;2023-04-17 19:32:00;2023-04-17 19:52:17;2023-04-17 19:35:00;1014695236;2023-04-18 11:55:05
1014695201;AT5;AT45;Atr 42-500;CE;CLG;Chalair Aviation;CE;CLG;Chalair Aviation;A1F  ;1.09;09;;T1   ;;A1A;LIG;LFBL;Limoges;LIG;LFBL;Limoges;N;National;CLG75TG ;CE 075 ;CLG075  ;CE075   ;CE 075 ;CLG075  ;CE075   ;;075 ;;075 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 19:23:00;2023-04-17 19:20:00;2023-04-17 18:34:00;;;2023-04-17 19:27:00;2023-04-17 19:20:00;2023-04-17 21:51:48;2023-04-17 19:35:00;1014695337;2023-04-18 11:55:05
1014697110;319;A319;A319;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31A;NCE;LFMN;Nice;NCE;LFMN;Nice;N;National;AFR28ZL ;AF 1701;AFR1701 ;AF1701  ;AF 1701;AFR1701 ;AF1701  ;;1701;;1701;IBK;On-Block;;;;Passenger scheduled;J;2023-04-18 07:09:00;2023-04-18 07:04:00;2023-04-18 06:29:00;;;2023-04-18 07:12:00;2023-04-18 07:04:00;2023-04-18 07:25:07;2023-04-18 07:20:00;1014697111;2023-04-18 11:55:05
1014695274;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31B;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;EJU378J ;EC 4344;EJU4344 ;EJU4344 ;EC 4344;EJU4344 ;EJU4344 ;;4344;;4344;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 16:00:00;2023-04-17 15:54:00;2023-04-17 15:14:00;;;2023-04-17 16:02:00;2023-04-17 15:55:00;2023-04-17 19:09:16;2023-04-17 14:10:00;1014695170;2023-04-18 11:55:05
1014695169;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31A;VCE;LIPZ;Venise;VCE;LIPZ;Venise;S;Schengen;EJU46KC ;EC 4414;EJU4414 ;EJU4414 ;EC 4414;EJU4414 ;EJU4414 ;;4414;;4414;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 13:55:00;2023-04-17 13:50:00;2023-04-17 12:52:00;;;2023-04-17 13:58:00;2023-04-17 13:51:00;2023-04-17 19:14:14;2023-04-17 13:40:00;1014695441;2023-04-18 11:55:05
1014695319;321;A321;A321;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.08;08;;T1   ;;AB06;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR84HJ ;AF 7366;AFR7366 ;AF7366  ;AF 7366;AFR7366 ;AF7366  ;;7366;;7366;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 14:23:00;2023-04-17 14:17:00;2023-04-17 13:30:00;;;2023-04-17 14:25:00;2023-04-17 14:17:00;2023-04-17 19:14:04;2023-04-17 13:45:00;1014695320;2023-04-18 11:55:05
1014695223;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.04;04;;T1   ;;A31B;AJA;LFKJ;Ajaccio;AJA;LFKJ;Ajaccio;N;National;EJU745M ;EC 4334;EJU4334 ;EJU4334 ;EC 4334;EJU4334 ;EJU4334 ;;4334;;4334;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 13:43:00;2023-04-17 13:37:00;2023-04-17 12:43:00;;;2023-04-17 13:45:00;2023-04-17 13:37:00;2023-04-17 19:14:09;2023-04-17 13:50:00;1014695136;2023-04-18 11:55:05
1014695299;77L;B77L;777-200;EK;UAE;Emirates Airlines;EK;UAE;Emirates Airlines;A1F  ;1.07;07;;T1   ;;AC03,AC04;DXB;OMDB;AEROPORT INTERNATIONAL DE DUBAI;DXB;OMDB;AEROPORT INTERNATIONAL DE DUBAI;I;International;UAE81   ;EK 081 ;UAE081  ;UAE081  ;EK 081 ;UAE081  ;UAE081  ;;081 ;;081 ;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 13:53:00;2023-04-17 13:46:00;2023-04-17 07:14:00;;;2023-04-17 13:54:00;2023-04-17 13:45:00;2023-04-17 19:11:21;2023-04-17 13:50:00;1014695300;2023-04-18 11:55:05
1014695135;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31B;FCO;LIRF;Rome Fiumicino;FCO;LIRF;Rome Fiumicino;S;Schengen;EJU92FG ;EC 4420;EJU4420 ;EJU4420 ;EC 4420;EJU4420 ;EJU4420 ;;4420;;4420;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 14:32:00;2023-04-17 14:26:00;2023-04-17 13:20:00;;;2023-04-17 14:34:00;2023-04-17 14:26:00;2023-04-17 19:15:34;2023-04-17 14:05:00;1014695325;2023-04-18 11:55:05
1014695166;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.07;07;;T1   ;;AB09;CFR;LFRK;Caen;CFR;LFRK;Caen;N;National;VOE12UL ;V7 2815;VOE2815 ;VOE2815 ;V7 2815;VOE2815 ;VOE2815 ;;2815;;2815;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 15:09:00;2023-04-17 15:03:00;2023-04-17 14:09:00;;;2023-04-17 15:11:00;2023-04-17 15:03:00;2023-04-17 19:14:17;2023-04-17 14:05:00;1014695429;2023-04-18 11:55:05
1014695215;CR9;CRJ9;Crj-900;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.07;07;;T1   ;;AB06;MUC;EDDM;Munich;MUC;EDDM;Munich;S;Schengen;DLH08V  ;LH 2246;DLH2246 ;LH2246  ;LH 2246;DLH2246 ;LH2246  ;;2246;;2246;IBK;On-Block;;;;Passenger scheduled;J;2023-04-17 08:41:00;2023-04-17 08:35:00;2023-04-17 07:39:00;;;2023-04-17 08:43:00;2023-04-17 08:35:00;2023-04-17 19:10:15;2023-04-17 08:50:00;1014695380;2023-04-18 11:55:05
1014695232;320;A320;A320-100/200;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.08;08;;T1   ;;AB01;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR35WN ;AF 7360;AFR7360 ;AF7360  ;AF 7360;AFR7360 ;AF7360  ;;7360;;7360;IBK;On-Block;;RTD  ;Vol retardé;Passenger scheduled;J;2023-04-17 09:23:00;2023-04-17 09:17:00;2023-04-17 08:32:00;;;2023-04-17 09:24:00;2023-04-17 09:17:00;2023-04-17 19:11:37;2023-04-17 08:55:00;1014695233;2023-04-18 11:55:05
1014697242;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.07;07;;T1   ;;AB09;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;EJU1833 ;EC 1833;EJU1833 ;EJU1833 ;EC 1833;EJU1833 ;EJU1833 ;;1833;;1833;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:16:44;2023-04-18 20:20:00;1014697321;2023-04-18 11:55:05
1014697143;320;A320;A320-100/200;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.10;10;;T1   ;;A1C;PMO;LICJ;Palerme;PMO;LICJ;Palerme;S;Schengen;VOE1826 ;V7 1826;VOE1826 ;VOE1826 ;V7 1826;VOE1826 ;VOE1826 ;;1826;;1826;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 10:06:08;2023-04-18 20:20:00;1014697311;2023-04-18 11:55:05
1014697050;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31A;TLS;LFBO;Toulouse;TLS;LFBO;Toulouse;N;National;EJU69BX ;EC 4326;EJU4326 ;EJU4326 ;EC 4326;EJU4326 ;EJU4326 ;;4326;;4326;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 10:31:36;2023-04-18 20:35:00;1014697051;2023-04-18 11:55:05
1014697140;320;A320;A320-100/200;3O;MAC;Air Arabia;3O;MAC;Air Arabia;A1F  ;1.07;07;;T1   ;;AC10;TNG;GMTT;Tanger;TNG;GMTT;Tanger;I;International;MAC345  ;3O 345 ;MAC345  ;3O345   ;3O 345 ;MAC345  ;3O345   ;;345 ;;345 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:17:18;2023-04-18 20:50:00;1014697259;2023-04-18 11:55:05
1014697210;BE1;B190;1900 Family;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;;;;T1   ;;;STR;EDDS;Stuttgart;STR;EDDS;Stuttgart;S;Schengen;TJT48AJ ;T7 048 ;TJT048  ;T7048   ;T7 048 ;TJT048  ;T7048   ;;048 ;;048 ;CNL;Cancelled;;CNL  ;Vol annulé;Passenger scheduled;J;;;2023-04-18 00:04:00;2023-04-18 01:14:00;;;;2023-04-18 06:07:02;2023-04-18 20:50:00;;2023-04-18 11:55:05
1014697122;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.09;09;;T1   ;;A1A;MXP;LIMC;Milan-Malpensa;MXP;LIMC;Milan-Malpensa;S;Schengen;TJT58CB ;T7 5418;TJT5418 ;T75418  ;T7 5418;TJT5418 ;T75418  ;;5418;;5418;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:16:49;2023-04-18 21:05:00;1014701401;2023-04-18 11:55:05
1014697119;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.08;08;;T1   ;;A1A;FLR;LIRQ;Florence;FLR;LIRQ;Florence;S;Schengen;VOE2717 ;V7 2717;VOE2717 ;VOE2717 ;V7 2717;VOE2717 ;VOE2717 ;;2717;;2717;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 04:17:23;2023-04-18 21:15:00;1014697288;2023-04-18 11:55:05
1014697171;320;A320;A320-100/200;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.06;06;;T1   ;;AB01;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR7370 ;AF 7370;AFR7370 ;AF7370  ;AF 7370;AFR7370 ;AF7370  ;;7370;;7370;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:02:05;2023-04-18 22:05:00;1014701414;2023-04-18 11:55:05
1014697254;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;EJU805E ;EC 4312;EJU4312 ;EJU4312 ;EC 4312;EJU4312 ;EJU4312 ;;4312;;4312;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:42:49;2023-04-18 22:10:00;1014701419;2023-04-18 11:55:05
1014697115;320;A320;A320-100/200;EI;EIN;Aer Lingus;EI;EIN;Aer Lingus;A1F  ;1.02;02;;T1   ;;A31C;DUB;EIDW;Dublin;DUB;EIDW;Dublin;E;UE Non Schengen;EIN5AT  ;EI 552 ;EIN552  ;EI552   ;EI 552 ;EIN552  ;EI552   ;;552 ;;552 ;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:53:23;2023-04-18 16:10:00;1014697116;2023-04-18 11:55:05
1014717045;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.07;07;;T1   ;;A1C;BIQ;LFBZ;Biarritz;BIQ;LFBZ;Biarritz;N;National;EJU9316 ;EC 9316;EJU9316 ;EJU9316 ;EC 9316;EJU9316 ;EJU9316 ;;9316;;9316;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 08:54:51;2023-04-18 16:15:00;1014701435;2023-04-18 11:55:05
1014697179;320;A320;A320-100/200;VY;VLG;Vueling Airlines S.A.;VY;VLG;Vueling Airlines S.A.;A1F  ;1.02;02;;T1   ;;A31B;AGP;LEMG;Malaga;AGP;LEMG;Malaga;S;Schengen;VLG9032 ;VY 9032;VLG9032 ;VY9032  ;VY 9032;VLG9032 ;VY9032  ;;9032;;9032;AIR;Airborne / Left previous airport;;;;Passenger scheduled;J;;;2023-04-18 11:14:00;;;2023-04-18 13:11:00;2023-04-18 13:03:00;2023-04-18 11:14:01;2023-04-18 13:20:00;1014697319;2023-04-18 11:55:05
1014697073;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.03;03;;T1   ;;A31C;LIS;LPPT;Lisbonne;LIS;LPPT;Lisbonne;I;International;EJU42MH ;EC 4426;EJU4426 ;EJU4426 ;EC 4426;EJU4426 ;EJU4426 ;;4426;;4426;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;2023-04-18 14:11:00;2023-04-18 14:03:00;2023-04-18 11:52:47;2023-04-18 13:50:00;1014697222;2023-04-18 11:55:05
1014697194;77L;B77L;777-200;EK;UAE;Emirates Airlines;EK;UAE;Emirates Airlines;A1F  ;1.06;06;;T1   ;;AC03,AC04;DXB;OMDB;AEROPORT INTERNATIONAL DE DUBAI;DXB;OMDB;AEROPORT INTERNATIONAL DE DUBAI;I;International;UAE81   ;EK 081 ;UAE081  ;UAE081  ;EK 081 ;UAE081  ;UAE081  ;;081 ;;081 ;AIR;Airborne / Left previous airport;;;;Passenger scheduled;J;;;2023-04-18 07:06:00;;;2023-04-18 13:42:00;2023-04-18 13:34:00;2023-04-18 10:31:07;2023-04-18 13:50:00;1014697195;2023-04-18 11:55:05
1014697188;320;A320;A320-100/200;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.01;01;;T1   ;;A31A;FCO;LIRF;Rome Fiumicino;FCO;LIRF;Rome Fiumicino;S;Schengen;EJU92FG ;EC 4420;EJU4420 ;EJU4420 ;EC 4420;EJU4420 ;EJU4420 ;;4420;;4420;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;2023-04-18 14:05:00;2023-04-18 13:57:00;2023-04-18 10:57:38;2023-04-18 14:10:00;1014697337;2023-04-18 11:55:05
1014697146;32V;A20N;A320 NEO;VY;VLG;Vueling Airlines S.A.;VY;VLG;Vueling Airlines S.A.;A1F  ;1.04;04;;T1   ;;A31B;BCN;LEBL;Barcelone;BCN;LEBL;Barcelone;S;Schengen;VLG28VR ;VY 1220;VLG1220 ;VY1220  ;VY 1220;VLG1220 ;VY1220  ;;1220;;1220;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;2023-04-18 14:33:00;2023-04-18 14:25:00;2023-04-18 11:25:15;2023-04-18 14:35:00;1014697147;2023-04-18 11:55:05
1014697052;319;A319;A319;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.08;08;;T1   ;;A1A;OLB;LIEO;Olbia;OLB;LIEO;Olbia;S;Schengen;VOE2037 ;V7 2037;VOE2037 ;VOE2037 ;V7 2037;VOE2037 ;VOE2037 ;;2037;;2037;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:29:27;2023-04-18 16:35:00;1014697292;2023-04-18 11:55:05
1014697202;319;A319;A319;U2;EZY;Easyjet ;U2;EZY;Easyjet ;A1F  ;1.01;01;;T1   ;;A31D;LTN;EGGW;Londres Luton;LTN;EGGW;Londres Luton;E;UE Non Schengen;EZY74PJ ;U2 2431;EZY2431 ;U22431  ;U2 2431;EZY2431 ;U22431  ;;2431;;2431;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:15:16;2023-04-18 16:40:00;1014697334;2023-04-18 11:55:05
1014697048;319;A319;A319;EC;EJU;Easy Jet Europe;EC;EJU;Easy Jet Europe;A1F  ;1.02;02;;T1   ;;A31A;BOD;LFBD;Bordeaux;BOD;LFBD;Bordeaux;N;National;EJU529W ;EC 1801;EJU1801 ;EJU1801 ;EC 1801;EJU1801 ;EJU1801 ;;1801;;1801;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:49:31;2023-04-18 17:35:00;1014697049;2023-04-18 11:55:05
1014697139;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.01;01;;T1   ;;A31B;PUF;LFBP;Pau;PUF;LFBP;Pau;N;National;AFR93CG ;AF 1635;AFR1635 ;AF1635  ;AF 1635;AFR1635 ;AF1635  ;;1635;;1635;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:03:47;2023-04-18 19:20:00;1014697105;2023-04-18 11:55:05
1014697092;CR9;CRJ9;Crj-900;LH;DLH;Lufthansa;LH;DLH;Lufthansa;A1F  ;1.07;07;;T1   ;;AB10;MUC;EDDM;Munich;MUC;EDDM;Munich;S;Schengen;DLH99V  ;LH 2252;DLH2252 ;LH2252  ;LH 2252;DLH2252 ;LH2252  ;;2252;;2252;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:19:54;2023-04-18 19:20:00;1014697093;2023-04-18 11:55:05
1014697118;319;A319;A319;EW;EWG;Eurowings;EW;EWG;Eurowings;A1F  ;1.08;08;;T1   ;;A1C;DUS;EDDL;Dusseldorf;DUS;EDDL;Dusseldorf;S;Schengen;EWG4PN  ;EW 9416;EWG9416 ;EW9416  ;EW 9416;EWG9416 ;EW9416  ;;9416;;9416;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:41:28;2023-04-18 19:45:00;1014697298;2023-04-18 11:55:05
1014697211;BEH;B190;1900d;T7;TJT;Twinjet;T7;TJT;Twinjet;A1F  ;1.10;10;;T1   ;;A1A;BLQ;LIPE;Bologne;BLQ;LIPE;Bologne;S;Schengen;TJT6616 ;T7 6616;TJT6616 ;T76616  ;T7 6616;TJT6616 ;T76616  ;;6616;;6616;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 07:55:42;2023-04-18 17:40:00;1014697320;2023-04-18 11:55:05
1014697219;321;A321;A321;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.06;06;;T1   ;;AB02;CDG;LFPG;Paris C. De Gaulle;CDG;LFPG;Paris C. De Gaulle;N;National;AFR92JZ ;AF 7368;AFR7368 ;AF7368  ;AF 7368;AFR7368 ;AF7368  ;;7368;;7368;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 10:16:23;2023-04-18 17:50:00;1014697220;2023-04-18 11:55:05
1014697235;320;A320;A320-100/200;I2;IBS;Iberia Express;I2;IBS;Iberia Express;A1F  ;1.08;08;;T1   ;;AC10;MAD;LEMD;Madrid;MAD;LEMD;Madrid;I;International;IBS3734 ;I2 3734;IBS3734 ;I23734  ;I2 3734;IBS3734 ;I23734  ;;3734;;3734;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 07:53:10;2023-04-18 18:05:00;1014697236;2023-04-18 11:55:05
1014697160;739;B739;737-900 Passenger;TK;THY;Turkish;TK;THY;Turkish;A1F  ;1.06;06;;T1   ;;AC04;IST;LTFM;Istanbul;IST;LTFM;Istanbul;I;International;THY88C  ;TK 1809;THY1809 ;TK1809  ;TK 1809;THY1809 ;TK1809  ;;1809;;1809;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:30:16;2023-04-18 18:25:00;1014697161;2023-04-18 11:55:05
1014697068;320;A320;A320-100/200;V7;VOE;Volotea;V7;VOE;Volotea;A1F  ;1.10;10;;T1   ;;A1C;DBV;LDDU;Dubrovnik;DBV;LDDU;Dubrovnik;S;Schengen;VOE51CA ;V7 2087;VOE2087 ;VOE2087 ;V7 2087;VOE2087 ;VOE2087 ;;2087;;2087;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 11:31:27;2023-04-18 19:20:00;1014717048;2023-04-18 11:55:05
1014697104;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.02;02;;T1   ;;A31B;RNS;LFRN;Rennes;RNS;LFRN;Rennes;N;National;AFR68HA ;AF 1683;AFR1683 ;AF1683  ;AF 1683;AFR1683 ;AF1683  ;;1683;;1683;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:15:53;2023-04-18 19:25:00;1014697264;2023-04-18 11:55:05
1014697253;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31B;MRS;LFML;Marseille;MRS;LFML;Marseille;N;National;AFR48BN ;AF 1545;AFR1545 ;AF1545  ;AF 1545;AFR1545 ;AF1545  ;;1545;;1545;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:15:35;2023-04-18 19:30:00;1014697047;2023-04-18 11:55:05
1014697244;E90;E190;Embraer Rj190;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31A;NTE;LFRS;Nantes;NTE;LFRS;Nantes;N;National;AFR79CJ ;AF 1489;AFR1489 ;AF1489  ;AF 1489;AFR1489 ;AF1489  ;;1489;;1489;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:22:48;2023-04-18 19:35:00;1014697328;2023-04-18 11:55:05
1014697138;E70;E170;Embraer Rj170;AF;AFR;Air France;AF;AFR;Air France;A1F  ;1.03;03;;T1   ;;A31B;SXB;LFST;Strasbourg;SXB;LFST;Strasbourg;N;National;AFR1691 ;AF 1691;AFR1691 ;AF1691  ;AF 1691;AFR1691 ;AF1691  ;;1691;;1691;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:15:55;2023-04-18 19:35:00;1014697302;2023-04-18 11:55:05
1014697190;73H;B738;737-800 Passenger;KL;KLM;Klm;KL;KLM;Klm;A1F  ;1.09;09;;T1   ;;AB01;AMS;EHAM;Amsterdam;AMS;EHAM;Amsterdam;S;Schengen;KLM1417 ;KL 1417;KLM1417 ;KL1417  ;KL 1417;KLM1417 ;KL1417  ;;1417;;1417;PLN;Scheduled, initial status after flight was created;;;;Passenger scheduled;J;;;;;;;;2023-04-18 09:08:09;2023-04-18 17:35:00;1014697294;2023-04-18 11:55:05
